PyTorch 2.11.0 for DeltaAI (CUDA 13.0, Python 3.12)
Includes: transformers, accelerate, datasets, peft, lightning,
          timm, bitsandbytes, diffusers, mpi4py, tensorboard,
          wandb, jupyter, scipy, scikit-learn, opencv, nvitop
New in this build (sm_90 source builds):
  flash-attn, transformer_engine, xformers, apex, mamba-ssm,
  triton, torch-geometric, cupy-cuda13x, tensorrt, flashinfer
Known: transformer_engine and cupy currently fail at import due to
  a cu13 libcublasLt / cython ABI mismatch on this stack — use the
  other attention paths (flash-attn, xformers) and stock torch CUDA
  until an upstream fix lands.

For documentation and examples:
  https://docs.ncsa.illinois.edu/systems/deltaai/

Run setup-kernel prior to launching OOD job.

Quick start (on a compute node):
  module load python/miniforge3_pytorch/2.11.0
  conda activate base
  python -c "import torch; print(torch.cuda.is_available())"

CUDA extensions: CUDA_HOME, nvcc, and CMAKE_PREFIX_PATH come from the
auto-loaded cuda/13.1.1 module.

A conda environment has been detected
CONDA_PREFIX=/sw/user/python/miniforge3-pytorch-2.5.0 
Consider running 'conda deactivate' before loading this module.
CUDA Toolkit 13.1.1 loaded
Includes GPUDirect Storage (GDS) libraries
Requires NVIDIA driver 590+
Using gcc-native/14 (default in Cray PE 25.09)
host: gh034.hsn.cm.delta.internal.ncsa.edu   started: Tue Sep  8 03:25:04 PM CDT 2026
name, memory.total [MiB], driver_version
NVIDIA GH200 120GB, 97871 MiB, 595.71.05
torch 2.11.0+cu130 cuda True
triton 3.5.1

    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='attention-dm16-lr1.0e-03'
valid/loss=8.33, valid/accuracy=0.000225, valid/num_kv_pairs/accuracy-4=0.00025, valid/num_kv_pairs/accuracy-8=0.00025, valid/num_kv_pairs/accuracy-16=0.000188, valid/num_kv_pairs/accuracy-32=0.000156, valid/num_kv_pairs/accuracy-64=0.000281, valid/num_kv_pairs/accuracy-128=0.000211, valid/num_kv_pairs/accuracy-256=0.000238
valid/loss=4.6, valid/accuracy=0.664, valid/num_kv_pairs/accuracy-4=0.981, valid/num_kv_pairs/accuracy-8=0.964, valid/num_kv_pairs/accuracy-16=0.942, valid/num_kv_pairs/accuracy-32=0.902, valid/num_kv_pairs/accuracy-64=0.835, valid/num_kv_pairs/accuracy-128=0.0114, valid/num_kv_pairs/accuracy-256=0.00966
valid/loss=4.52, valid/accuracy=0.667, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.967, valid/num_kv_pairs/accuracy-16=0.949, valid/num_kv_pairs/accuracy-32=0.906, valid/num_kv_pairs/accuracy-64=0.84, valid/num_kv_pairs/accuracy-128=0.0127, valid/num_kv_pairs/accuracy-256=0.0119
valid/loss=4.46, valid/accuracy=0.666, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.966, valid/num_kv_pairs/accuracy-16=0.946, valid/num_kv_pairs/accuracy-32=0.904, valid/num_kv_pairs/accuracy-64=0.841, valid/num_kv_pairs/accuracy-128=0.0134, valid/num_kv_pairs/accuracy-256=0.0135
valid/loss=4.4, valid/accuracy=0.665, valid/num_kv_pairs/accuracy-4=0.981, valid/num_kv_pairs/accuracy-8=0.967, valid/num_kv_pairs/accuracy-16=0.943, valid/num_kv_pairs/accuracy-32=0.901, valid/num_kv_pairs/accuracy-64=0.836, valid/num_kv_pairs/accuracy-128=0.0133, valid/num_kv_pairs/accuracy-256=0.0149
valid/loss=4.36, valid/accuracy=0.666, valid/num_kv_pairs/accuracy-4=0.981, valid/num_kv_pairs/accuracy-8=0.971, valid/num_kv_pairs/accuracy-16=0.943, valid/num_kv_pairs/accuracy-32=0.898, valid/num_kv_pairs/accuracy-64=0.839, valid/num_kv_pairs/accuracy-128=0.0144, valid/num_kv_pairs/accuracy-256=0.0155
valid/loss=4.33, valid/accuracy=0.666, valid/num_kv_pairs/accuracy-4=0.979, valid/num_kv_pairs/accuracy-8=0.969, valid/num_kv_pairs/accuracy-16=0.946, valid/num_kv_pairs/accuracy-32=0.899, valid/num_kv_pairs/accuracy-64=0.836, valid/num_kv_pairs/accuracy-128=0.0142, valid/num_kv_pairs/accuracy-256=0.0165
valid/loss=4.31, valid/accuracy=0.665, valid/num_kv_pairs/accuracy-4=0.978, valid/num_kv_pairs/accuracy-8=0.97, valid/num_kv_pairs/accuracy-16=0.945, valid/num_kv_pairs/accuracy-32=0.897, valid/num_kv_pairs/accuracy-64=0.833, valid/num_kv_pairs/accuracy-128=0.0137, valid/num_kv_pairs/accuracy-256=0.0169
valid/loss=4.29, valid/accuracy=0.664, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.97, valid/num_kv_pairs/accuracy-16=0.946, valid/num_kv_pairs/accuracy-32=0.893, valid/num_kv_pairs/accuracy-64=0.83, valid/num_kv_pairs/accuracy-128=0.0139, valid/num_kv_pairs/accuracy-256=0.018
valid/loss=4.29, valid/accuracy=0.663, valid/num_kv_pairs/accuracy-4=0.978, valid/num_kv_pairs/accuracy-8=0.969, valid/num_kv_pairs/accuracy-16=0.945, valid/num_kv_pairs/accuracy-32=0.892, valid/num_kv_pairs/accuracy-64=0.826, valid/num_kv_pairs/accuracy-128=0.0137, valid/num_kv_pairs/accuracy-256=0.0177
valid/loss=4.29, valid/accuracy=0.664, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.972, valid/num_kv_pairs/accuracy-16=0.948, valid/num_kv_pairs/accuracy-32=0.894, valid/num_kv_pairs/accuracy-64=0.822, valid/num_kv_pairs/accuracy-128=0.0134, valid/num_kv_pairs/accuracy-256=0.0181
valid/loss=4.29, valid/accuracy=0.663, valid/num_kv_pairs/accuracy-4=0.981, valid/num_kv_pairs/accuracy-8=0.969, valid/num_kv_pairs/accuracy-16=0.947, valid/num_kv_pairs/accuracy-32=0.894, valid/num_kv_pairs/accuracy-64=0.822, valid/num_kv_pairs/accuracy-128=0.0135, valid/num_kv_pairs/accuracy-256=0.0183
valid/loss=4.31, valid/accuracy=0.664, valid/num_kv_pairs/accuracy-4=0.982, valid/num_kv_pairs/accuracy-8=0.972, valid/num_kv_pairs/accuracy-16=0.948, valid/num_kv_pairs/accuracy-32=0.895, valid/num_kv_pairs/accuracy-64=0.821, valid/num_kv_pairs/accuracy-128=0.0135, valid/num_kv_pairs/accuracy-256=0.0191
valid/loss=4.35, valid/accuracy=0.665, valid/num_kv_pairs/accuracy-4=0.984, valid/num_kv_pairs/accuracy-8=0.972, valid/num_kv_pairs/accuracy-16=0.948, valid/num_kv_pairs/accuracy-32=0.898, valid/num_kv_pairs/accuracy-64=0.819, valid/num_kv_pairs/accuracy-128=0.0134, valid/num_kv_pairs/accuracy-256=0.0197
valid/loss=4.39, valid/accuracy=0.665, valid/num_kv_pairs/accuracy-4=0.983, valid/num_kv_pairs/accuracy-8=0.974, valid/num_kv_pairs/accuracy-16=0.947, valid/num_kv_pairs/accuracy-32=0.898, valid/num_kv_pairs/accuracy-64=0.819, valid/num_kv_pairs/accuracy-128=0.0136, valid/num_kv_pairs/accuracy-256=0.0199
valid/loss=4.45, valid/accuracy=0.666, valid/num_kv_pairs/accuracy-4=0.985, valid/num_kv_pairs/accuracy-8=0.974, valid/num_kv_pairs/accuracy-16=0.948, valid/num_kv_pairs/accuracy-32=0.901, valid/num_kv_pairs/accuracy-64=0.818, valid/num_kv_pairs/accuracy-128=0.0138, valid/num_kv_pairs/accuracy-256=0.0209
valid/loss=4.5, valid/accuracy=0.667, valid/num_kv_pairs/accuracy-4=0.986, valid/num_kv_pairs/accuracy-8=0.975, valid/num_kv_pairs/accuracy-16=0.951, valid/num_kv_pairs/accuracy-32=0.902, valid/num_kv_pairs/accuracy-64=0.818, valid/num_kv_pairs/accuracy-128=0.0138, valid/num_kv_pairs/accuracy-256=0.0214
valid/loss=4.55, valid/accuracy=0.667, valid/num_kv_pairs/accuracy-4=0.986, valid/num_kv_pairs/accuracy-8=0.976, valid/num_kv_pairs/accuracy-16=0.951, valid/num_kv_pairs/accuracy-32=0.905, valid/num_kv_pairs/accuracy-64=0.818, valid/num_kv_pairs/accuracy-128=0.0139, valid/num_kv_pairs/accuracy-256=0.0221
valid/loss=4.6, valid/accuracy=0.668, valid/num_kv_pairs/accuracy-4=0.987, valid/num_kv_pairs/accuracy-8=0.976, valid/num_kv_pairs/accuracy-16=0.951, valid/num_kv_pairs/accuracy-32=0.906, valid/num_kv_pairs/accuracy-64=0.819, valid/num_kv_pairs/accuracy-128=0.0142, valid/num_kv_pairs/accuracy-256=0.0225
valid/loss=4.63, valid/accuracy=0.668, valid/num_kv_pairs/accuracy-4=0.986, valid/num_kv_pairs/accuracy-8=0.976, valid/num_kv_pairs/accuracy-16=0.952, valid/num_kv_pairs/accuracy-32=0.906, valid/num_kv_pairs/accuracy-64=0.819, valid/num_kv_pairs/accuracy-128=0.0143, valid/num_kv_pairs/accuracy-256=0.0226
valid/loss=4.64, valid/accuracy=0.669, valid/num_kv_pairs/accuracy-4=0.987, valid/num_kv_pairs/accuracy-8=0.977, valid/num_kv_pairs/accuracy-16=0.952, valid/num_kv_pairs/accuracy-32=0.907, valid/num_kv_pairs/accuracy-64=0.82, valid/num_kv_pairs/accuracy-128=0.0144, valid/num_kv_pairs/accuracy-256=0.0226
valid/loss=4.64, valid/accuracy=0.669, valid/num_kv_pairs/accuracy-4=0.987, valid/num_kv_pairs/accuracy-8=0.976, valid/num_kv_pairs/accuracy-16=0.953, valid/num_kv_pairs/accuracy-32=0.908, valid/num_kv_pairs/accuracy-64=0.82, valid/num_kv_pairs/accuracy-128=0.0144, valid/num_kv_pairs/accuracy-256=0.0228
    run_id='attention-dm16-lr3.2e-03'
valid/loss=5.77, valid/accuracy=0.59, valid/num_kv_pairs/accuracy-4=0.868, valid/num_kv_pairs/accuracy-8=0.833, valid/num_kv_pairs/accuracy-16=0.788, valid/num_kv_pairs/accuracy-32=0.741, valid/num_kv_pairs/accuracy-64=0.813, valid/num_kv_pairs/accuracy-128=0.0597, valid/num_kv_pairs/accuracy-256=0.0305
valid/loss=4.68, valid/accuracy=0.637, valid/num_kv_pairs/accuracy-4=0.903, valid/num_kv_pairs/accuracy-8=0.903, valid/num_kv_pairs/accuracy-16=0.881, valid/num_kv_pairs/accuracy-32=0.846, valid/num_kv_pairs/accuracy-64=0.885, valid/num_kv_pairs/accuracy-128=0.0213, valid/num_kv_pairs/accuracy-256=0.018
valid/loss=4.39, valid/accuracy=0.638, valid/num_kv_pairs/accuracy-4=0.911, valid/num_kv_pairs/accuracy-8=0.905, valid/num_kv_pairs/accuracy-16=0.879, valid/num_kv_pairs/accuracy-32=0.842, valid/num_kv_pairs/accuracy-64=0.891, valid/num_kv_pairs/accuracy-128=0.0238, valid/num_kv_pairs/accuracy-256=0.014
valid/loss=4.18, valid/accuracy=0.647, valid/num_kv_pairs/accuracy-4=0.919, valid/num_kv_pairs/accuracy-8=0.92, valid/num_kv_pairs/accuracy-16=0.896, valid/num_kv_pairs/accuracy-32=0.852, valid/num_kv_pairs/accuracy-64=0.892, valid/num_kv_pairs/accuracy-128=0.0362, valid/num_kv_pairs/accuracy-256=0.0162
valid/loss=4.09, valid/accuracy=0.65, valid/num_kv_pairs/accuracy-4=0.916, valid/num_kv_pairs/accuracy-8=0.917, valid/num_kv_pairs/accuracy-16=0.901, valid/num_kv_pairs/accuracy-32=0.862, valid/num_kv_pairs/accuracy-64=0.891, valid/num_kv_pairs/accuracy-128=0.0451, valid/num_kv_pairs/accuracy-256=0.0179
valid/loss=4.1, valid/accuracy=0.642, valid/num_kv_pairs/accuracy-4=0.894, valid/num_kv_pairs/accuracy-8=0.901, valid/num_kv_pairs/accuracy-16=0.885, valid/num_kv_pairs/accuracy-32=0.854, valid/num_kv_pairs/accuracy-64=0.887, valid/num_kv_pairs/accuracy-128=0.0561, valid/num_kv_pairs/accuracy-256=0.019
valid/loss=4.15, valid/accuracy=0.63, valid/num_kv_pairs/accuracy-4=0.89, valid/num_kv_pairs/accuracy-8=0.873, valid/num_kv_pairs/accuracy-16=0.858, valid/num_kv_pairs/accuracy-32=0.82, valid/num_kv_pairs/accuracy-64=0.89, valid/num_kv_pairs/accuracy-128=0.0611, valid/num_kv_pairs/accuracy-256=0.0195
valid/loss=4.12, valid/accuracy=0.624, valid/num_kv_pairs/accuracy-4=0.883, valid/num_kv_pairs/accuracy-8=0.86, valid/num_kv_pairs/accuracy-16=0.847, valid/num_kv_pairs/accuracy-32=0.794, valid/num_kv_pairs/accuracy-64=0.885, valid/num_kv_pairs/accuracy-128=0.0724, valid/num_kv_pairs/accuracy-256=0.0237
valid/loss=4.05, valid/accuracy=0.624, valid/num_kv_pairs/accuracy-4=0.886, valid/num_kv_pairs/accuracy-8=0.859, valid/num_kv_pairs/accuracy-16=0.846, valid/num_kv_pairs/accuracy-32=0.78, valid/num_kv_pairs/accuracy-64=0.887, valid/num_kv_pairs/accuracy-128=0.0838, valid/num_kv_pairs/accuracy-256=0.0287
valid/loss=3.96, valid/accuracy=0.633, valid/num_kv_pairs/accuracy-4=0.901, valid/num_kv_pairs/accuracy-8=0.874, valid/num_kv_pairs/accuracy-16=0.853, valid/num_kv_pairs/accuracy-32=0.785, valid/num_kv_pairs/accuracy-64=0.884, valid/num_kv_pairs/accuracy-128=0.0982, valid/num_kv_pairs/accuracy-256=0.034
valid/loss=3.95, valid/accuracy=0.629, valid/num_kv_pairs/accuracy-4=0.893, valid/num_kv_pairs/accuracy-8=0.861, valid/num_kv_pairs/accuracy-16=0.845, valid/num_kv_pairs/accuracy-32=0.785, valid/num_kv_pairs/accuracy-64=0.882, valid/num_kv_pairs/accuracy-128=0.104, valid/num_kv_pairs/accuracy-256=0.0355
valid/loss=3.94, valid/accuracy=0.628, valid/num_kv_pairs/accuracy-4=0.887, valid/num_kv_pairs/accuracy-8=0.86, valid/num_kv_pairs/accuracy-16=0.843, valid/num_kv_pairs/accuracy-32=0.78, valid/num_kv_pairs/accuracy-64=0.88, valid/num_kv_pairs/accuracy-128=0.108, valid/num_kv_pairs/accuracy-256=0.0371
valid/loss=3.93, valid/accuracy=0.628, valid/num_kv_pairs/accuracy-4=0.884, valid/num_kv_pairs/accuracy-8=0.858, valid/num_kv_pairs/accuracy-16=0.845, valid/num_kv_pairs/accuracy-32=0.782, valid/num_kv_pairs/accuracy-64=0.88, valid/num_kv_pairs/accuracy-128=0.111, valid/num_kv_pairs/accuracy-256=0.038
valid/loss=3.92, valid/accuracy=0.625, valid/num_kv_pairs/accuracy-4=0.879, valid/num_kv_pairs/accuracy-8=0.849, valid/num_kv_pairs/accuracy-16=0.835, valid/num_kv_pairs/accuracy-32=0.779, valid/num_kv_pairs/accuracy-64=0.881, valid/num_kv_pairs/accuracy-128=0.114, valid/num_kv_pairs/accuracy-256=0.0399
valid/loss=3.85, valid/accuracy=0.634, valid/num_kv_pairs/accuracy-4=0.89, valid/num_kv_pairs/accuracy-8=0.856, valid/num_kv_pairs/accuracy-16=0.841, valid/num_kv_pairs/accuracy-32=0.814, valid/num_kv_pairs/accuracy-64=0.878, valid/num_kv_pairs/accuracy-128=0.117, valid/num_kv_pairs/accuracy-256=0.0385
valid/loss=3.78, valid/accuracy=0.643, valid/num_kv_pairs/accuracy-4=0.903, valid/num_kv_pairs/accuracy-8=0.876, valid/num_kv_pairs/accuracy-16=0.85, valid/num_kv_pairs/accuracy-32=0.833, valid/num_kv_pairs/accuracy-64=0.878, valid/num_kv_pairs/accuracy-128=0.121, valid/num_kv_pairs/accuracy-256=0.0413
valid/loss=3.76, valid/accuracy=0.646, valid/num_kv_pairs/accuracy-4=0.905, valid/num_kv_pairs/accuracy-8=0.882, valid/num_kv_pairs/accuracy-16=0.86, valid/num_kv_pairs/accuracy-32=0.84, valid/num_kv_pairs/accuracy-64=0.875, valid/num_kv_pairs/accuracy-128=0.118, valid/num_kv_pairs/accuracy-256=0.0385
valid/loss=3.72, valid/accuracy=0.652, valid/num_kv_pairs/accuracy-4=0.922, valid/num_kv_pairs/accuracy-8=0.892, valid/num_kv_pairs/accuracy-16=0.872, valid/num_kv_pairs/accuracy-32=0.847, valid/num_kv_pairs/accuracy-64=0.874, valid/num_kv_pairs/accuracy-128=0.12, valid/num_kv_pairs/accuracy-256=0.0372
valid/loss=3.69, valid/accuracy=0.656, valid/num_kv_pairs/accuracy-4=0.926, valid/num_kv_pairs/accuracy-8=0.898, valid/num_kv_pairs/accuracy-16=0.884, valid/num_kv_pairs/accuracy-32=0.853, valid/num_kv_pairs/accuracy-64=0.871, valid/num_kv_pairs/accuracy-128=0.12, valid/num_kv_pairs/accuracy-256=0.0377
valid/loss=3.64, valid/accuracy=0.661, valid/num_kv_pairs/accuracy-4=0.934, valid/num_kv_pairs/accuracy-8=0.91, valid/num_kv_pairs/accuracy-16=0.887, valid/num_kv_pairs/accuracy-32=0.859, valid/num_kv_pairs/accuracy-64=0.874, valid/num_kv_pairs/accuracy-128=0.123, valid/num_kv_pairs/accuracy-256=0.0387
valid/loss=3.6, valid/accuracy=0.665, valid/num_kv_pairs/accuracy-4=0.94, valid/num_kv_pairs/accuracy-8=0.923, valid/num_kv_pairs/accuracy-16=0.895, valid/num_kv_pairs/accuracy-32=0.865, valid/num_kv_pairs/accuracy-64=0.871, valid/num_kv_pairs/accuracy-128=0.124, valid/num_kv_pairs/accuracy-256=0.0382
valid/loss=3.55, valid/accuracy=0.67, valid/num_kv_pairs/accuracy-4=0.949, valid/num_kv_pairs/accuracy-8=0.936, valid/num_kv_pairs/accuracy-16=0.907, valid/num_kv_pairs/accuracy-32=0.865, valid/num_kv_pairs/accuracy-64=0.866, valid/num_kv_pairs/accuracy-128=0.125, valid/num_kv_pairs/accuracy-256=0.0402
valid/loss=3.49, valid/accuracy=0.675, valid/num_kv_pairs/accuracy-4=0.962, valid/num_kv_pairs/accuracy-8=0.945, valid/num_kv_pairs/accuracy-16=0.917, valid/num_kv_pairs/accuracy-32=0.867, valid/num_kv_pairs/accuracy-64=0.865, valid/num_kv_pairs/accuracy-128=0.131, valid/num_kv_pairs/accuracy-256=0.0416
valid/loss=3.44, valid/accuracy=0.679, valid/num_kv_pairs/accuracy-4=0.971, valid/num_kv_pairs/accuracy-8=0.949, valid/num_kv_pairs/accuracy-16=0.926, valid/num_kv_pairs/accuracy-32=0.87, valid/num_kv_pairs/accuracy-64=0.863, valid/num_kv_pairs/accuracy-128=0.132, valid/num_kv_pairs/accuracy-256=0.0425
valid/loss=3.38, valid/accuracy=0.684, valid/num_kv_pairs/accuracy-4=0.978, valid/num_kv_pairs/accuracy-8=0.958, valid/num_kv_pairs/accuracy-16=0.936, valid/num_kv_pairs/accuracy-32=0.876, valid/num_kv_pairs/accuracy-64=0.859, valid/num_kv_pairs/accuracy-128=0.136, valid/num_kv_pairs/accuracy-256=0.0444
valid/loss=3.34, valid/accuracy=0.687, valid/num_kv_pairs/accuracy-4=0.982, valid/num_kv_pairs/accuracy-8=0.966, valid/num_kv_pairs/accuracy-16=0.942, valid/num_kv_pairs/accuracy-32=0.882, valid/num_kv_pairs/accuracy-64=0.854, valid/num_kv_pairs/accuracy-128=0.138, valid/num_kv_pairs/accuracy-256=0.0449
valid/loss=3.28, valid/accuracy=0.688, valid/num_kv_pairs/accuracy-4=0.984, valid/num_kv_pairs/accuracy-8=0.97, valid/num_kv_pairs/accuracy-16=0.945, valid/num_kv_pairs/accuracy-32=0.885, valid/num_kv_pairs/accuracy-64=0.849, valid/num_kv_pairs/accuracy-128=0.139, valid/num_kv_pairs/accuracy-256=0.0468
valid/loss=3.19, valid/accuracy=0.692, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.973, valid/num_kv_pairs/accuracy-16=0.949, valid/num_kv_pairs/accuracy-32=0.891, valid/num_kv_pairs/accuracy-64=0.848, valid/num_kv_pairs/accuracy-128=0.147, valid/num_kv_pairs/accuracy-256=0.0509
valid/loss=3.1, valid/accuracy=0.698, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.977, valid/num_kv_pairs/accuracy-16=0.954, valid/num_kv_pairs/accuracy-32=0.901, valid/num_kv_pairs/accuracy-64=0.851, valid/num_kv_pairs/accuracy-128=0.157, valid/num_kv_pairs/accuracy-256=0.0585
valid/loss=3.03, valid/accuracy=0.704, valid/num_kv_pairs/accuracy-4=0.991, valid/num_kv_pairs/accuracy-8=0.98, valid/num_kv_pairs/accuracy-16=0.955, valid/num_kv_pairs/accuracy-32=0.908, valid/num_kv_pairs/accuracy-64=0.855, valid/num_kv_pairs/accuracy-128=0.171, valid/num_kv_pairs/accuracy-256=0.0673
valid/loss=3.01, valid/accuracy=0.706, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.98, valid/num_kv_pairs/accuracy-16=0.957, valid/num_kv_pairs/accuracy-32=0.911, valid/num_kv_pairs/accuracy-64=0.856, valid/num_kv_pairs/accuracy-128=0.177, valid/num_kv_pairs/accuracy-256=0.0711
valid/loss=3, valid/accuracy=0.707, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.98, valid/num_kv_pairs/accuracy-16=0.958, valid/num_kv_pairs/accuracy-32=0.912, valid/num_kv_pairs/accuracy-64=0.854, valid/num_kv_pairs/accuracy-128=0.177, valid/num_kv_pairs/accuracy-256=0.0736
    run_id='attention-dm16-lr1.0e-02'
valid/loss=5.45, valid/accuracy=0.483, valid/num_kv_pairs/accuracy-4=0.824, valid/num_kv_pairs/accuracy-8=0.78, valid/num_kv_pairs/accuracy-16=0.686, valid/num_kv_pairs/accuracy-32=0.542, valid/num_kv_pairs/accuracy-64=0.532, valid/num_kv_pairs/accuracy-128=0.0109, valid/num_kv_pairs/accuracy-256=0.00408
