accuracy,always_zero_accuracy,balanced_accuracy,batch,binding_gap_pp,chance,complete,composed_and_accuracy,condition,constant_zero_accuracy,d,data_protocol,elapsed_seconds,eval_every,eval_examples,eval_loss,exact_accuracy,family,head_dim,hops,id_count,layers,load,lr,metric,min_length,optimizer,out,parameters,query_blind_count_oracle_accuracy,query_format,scheduler,seed,sequence_length,state_dim,steps,task,test_examples,test_sha256,trainable_parameters,truth_00_accuracy,truth_00_exact_accuracy,truth_00_examples,truth_01_accuracy,truth_01_exact_accuracy,truth_01_examples,truth_10_accuracy,truth_10_exact_accuracy,truth_10_examples,truth_11_accuracy,truth_11_exact_accuracy,truth_11_examples,truth_table,updates,validation_sha256,values,weight_decay,width,worst_truth_exact_accuracy
1.0,0.75,1.0,32,27.495117187499996,0.5,True,,direct_and,0.75,3,fresh independent per step; independent validation and final test,19.56322154100053,100,1024,0.00020371499965676776,1.0,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/direct_and-w64-r4-t64-mamba2-d3-s456,99904,0.807861328125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,8d46ffe4040fc9ac34bc7664a4d83dfcd492978d85921db0bbbe5a872d4edc92,93760,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,63b999d8756450dc5ee5dc4fc23383f4e7f43d31aac328b647c969c8f920bb18,2,0.1,64,1.0
1.0,0.75,1.0,32,27.480468749999986,0.5,True,,direct_and,0.75,3,fresh independent per step; independent validation and final test,19.627851424971595,100,1024,0.00018173936427956505,1.0,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/direct_and-w64-r4-t64-mamba2-d3-s789,99904,0.810302734375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,789,64,16,500,boolean,4096,aaa952988170da139e6e510dd84ced3ce64191ac41fcdbe3eaa3befccddff156,93760,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,1.0,1.0,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,e41e3d6cb5e78e838a940ecd8413f11b08f7c9fabd292c420a54c0203c0750fa,2,0.1,64,1.0
0.9716796875,0.5,,32,45.760091145833336,0.5,True,0.973388671875,retrieval,0.5,1,fresh independent per step; independent validation and final test,9.94408220401965,100,1024,0.066017855759128,0.944091796875,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d1-s123,23464,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,23464,0.98095703125,0.962890625,1024,0.96630859375,0.93359375,1024,0.96533203125,0.931640625,1024,0.97412109375,0.9482421875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.931640625
0.8748779296875,0.5,,32,32.234700520833336,0.5,True,0.8916015625,retrieval,0.5,1,fresh independent per step; independent validation and final test,9.850086702033877,100,1024,0.23607188579626381,0.759521484375,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d1-s456,23464,0.6845703125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,88ad6671686633845489bed4aa1cd89dac19830f391d96f9508aea0a3695cd98,23464,0.9189453125,0.84375,1024,0.83984375,0.689453125,1024,0.81787109375,0.65625,1024,0.9228515625,0.8486328125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,a002875e7c0e8d1129a78cc3949ece427b20f4798535d295ba87904cec332e58,2,0.1,64,0.65625
0.951416015625,0.5,,32,43.32682291666667,0.5,True,0.96142578125,retrieval,0.5,1,fresh independent per step; independent validation and final test,10.004298266023397,100,1024,0.10916553271817975,0.90625,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d1-s789,23464,0.69189453125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,789,64,16,500,boolean,4096,5398eaf08879ed687b54ff81aeb7de3ab585dc5ea8cb22467378a6e072a3c85b,23464,0.96044921875,0.921875,1024,0.9345703125,0.876953125,1024,0.943359375,0.8916015625,1024,0.96728515625,0.9345703125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,bdbfebc5c5d9988475f3c51ae533fc54868a3b77d3b6f9e3c0862a167c61bb54,2,0.1,64,0.876953125
0.726318359375,0.5,,32,6.9661458333333375,0.5,True,0.76611328125,retrieval,0.5,3,fresh independent per step; independent validation and final test,27.09435138606932,100,1024,0.516712082317099,0.521484375,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d3-s123,38200,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,32568,0.87451171875,0.814453125,1024,0.62451171875,0.3212890625,1024,0.52734375,0.1435546875,1024,0.87890625,0.806640625,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.1435546875
0.8316650390625,0.5,,32,27.7099609375,0.5,True,0.847412109375,retrieval,0.5,3,fresh independent per step; independent validation and final test,26.25204066291917,100,1024,0.272444064845331,0.68212890625,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d3-s456,38200,0.6845703125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,88ad6671686633845489bed4aa1cd89dac19830f391d96f9508aea0a3695cd98,32568,0.89697265625,0.80078125,1024,0.748046875,0.53515625,1024,0.79736328125,0.6123046875,1024,0.88427734375,0.7802734375,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,a002875e7c0e8d1129a78cc3949ece427b20f4798535d295ba87904cec332e58,2,0.1,64,0.53515625
0.908203125,0.5,,32,36.962890625,0.5,True,0.919189453125,retrieval,0.5,3,fresh independent per step; independent validation and final test,26.37360546295531,100,1024,0.2059350279159844,0.822998046875,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-gdn_current-d3-s789,38200,0.69189453125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,789,64,16,500,boolean,4096,5398eaf08879ed687b54ff81aeb7de3ab585dc5ea8cb22467378a6e072a3c85b,32568,0.9560546875,0.9130859375,1024,0.86767578125,0.7451171875,1024,0.875,0.7607421875,1024,0.93408203125,0.873046875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,bdbfebc5c5d9988475f3c51ae533fc54868a3b77d3b6f9e3c0862a167c61bb54,2,0.1,64,0.7451171875
0.6937255859375,0.5,,32,0.3662109375,0.5,True,0.73046875,retrieval,0.5,1,fresh independent per step; independent validation and final test,7.036690912093036,100,1024,0.5453778957016766,0.445556640625,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d1-s123,58352,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,58352,0.90185546875,0.8935546875,1024,0.50048828125,0.0126953125,1024,0.50732421875,0.021484375,1024,0.865234375,0.8544921875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.0126953125
0.7840576171875,0.5,,32,19.384765625,0.5,True,0.807861328125,retrieval,0.5,1,fresh independent per step; independent validation and final test,7.0330591009696946,100,1024,0.4227697881869972,0.604248046875,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d1-s456,58352,0.6845703125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,88ad6671686633845489bed4aa1cd89dac19830f391d96f9508aea0a3695cd98,58352,0.8798828125,0.7880859375,1024,0.7041015625,0.4541015625,1024,0.6875,0.4150390625,1024,0.86474609375,0.759765625,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,a002875e7c0e8d1129a78cc3949ece427b20f4798535d295ba87904cec332e58,2,0.1,64,0.4150390625
0.86767578125,0.5,,32,32.47884114583333,0.5,True,0.877197265625,retrieval,0.5,1,fresh independent per step; independent validation and final test,6.9754102770239115,100,1024,0.20376339403446764,0.74462890625,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d1-s789,58352,0.69189453125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,789,64,16,500,boolean,4096,5398eaf08879ed687b54ff81aeb7de3ab585dc5ea8cb22467378a6e072a3c85b,58352,0.93212890625,0.8671875,1024,0.8330078125,0.6689453125,1024,0.818359375,0.658203125,1024,0.88720703125,0.7841796875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,bdbfebc5c5d9988475f3c51ae533fc54868a3b77d3b6f9e3c0862a167c61bb54,2,0.1,64,0.658203125
0.7564697265625,0.5,,32,11.409505208333325,0.5,True,0.7861328125,retrieval,0.5,3,fresh independent per step; independent validation and final test,19.981480480986647,100,1024,0.476455562049523,0.550048828125,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d3-s123,99904,0.690185546875,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,099a0a12ad60ff329b26feced51c7c63bfb7453822e66f9782083c1981014320,93760,0.90185546875,0.8369140625,1024,0.6025390625,0.2509765625,1024,0.623046875,0.2724609375,1024,0.8984375,0.83984375,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,1a6d220bfb214136b3fe0c73d5745a8b4bb1275f5d6e2b0703c64d2cba3b1c83,2,0.1,64,0.2509765625
0.642578125,0.5,,32,0.6591796875,0.5,True,0.618408203125,retrieval,0.5,3,fresh independent per step; independent validation and final test,19.374000136042014,100,1024,0.6183019271120429,0.398193359375,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d3-s456,99904,0.6845703125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,88ad6671686633845489bed4aa1cd89dac19830f391d96f9508aea0a3695cd98,93760,0.72412109375,0.697265625,1024,0.5224609375,0.0634765625,1024,0.49560546875,0.0302734375,1024,0.828125,0.8017578125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,a002875e7c0e8d1129a78cc3949ece427b20f4798535d295ba87904cec332e58,2,0.1,64,0.0302734375
0.6837158203125,0.5,,32,-0.21158854166666297,0.5,True,0.720947265625,retrieval,0.5,3,fresh independent per step; independent validation and final test,19.24147372704465,100,1024,0.5733471435960382,0.437744140625,mamba2,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval-w64-r4-t64-mamba2-d3-s789,99904,0.69189453125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,789,64,16,500,boolean,4096,5398eaf08879ed687b54ff81aeb7de3ab585dc5ea8cb22467378a6e072a3c85b,93760,0.89892578125,0.884765625,1024,0.51220703125,0.033203125,1024,0.48876953125,0.0078125,1024,0.8349609375,0.8251953125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,bdbfebc5c5d9988475f3c51ae533fc54868a3b77d3b6f9e3c0862a167c61bb54,2,0.1,64,0.0078125
0.915771484375,0.75,0.87158203125,32,14.365234374999991,0.5,True,,retrieval_and,0.75,1,fresh independent per step; independent validation and final test,10.015010399976745,100,1024,0.19503050166531466,0.915771484375,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d1-s123,23464,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,4ab3a640ce747b7117d868ef383008e16a677eb1a5ec8e33d6ea5ff48e100afb,23464,1.0,1.0,1024,0.935546875,0.935546875,1024,0.9443359375,0.9443359375,1024,0.783203125,0.783203125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,c4318352c293c6416d87f8959bae8c698817c09b016d6798524d4487e136c502,2,0.1,64,0.783203125
0.8759765625,0.75,0.8219401041666667,32,9.858398437499982,0.5,True,,retrieval_and,0.75,1,fresh independent per step; independent validation and final test,10.087439315975644,100,1024,0.2611800212180242,0.8759765625,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d1-s456,23464,0.807861328125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,b0b8ca5a86f01f19e4222956f212b0848f0696337e109ac2c243cf7e097ee7c5,23464,0.9990234375,0.9990234375,1024,0.8798828125,0.8798828125,1024,0.9111328125,0.9111328125,1024,0.7138671875,0.7138671875,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,efddf5d1714f49e25aba0bd54e7c70cb154421684bbadbaed124467228ee6d41,2,0.1,64,0.7138671875
0.864013671875,0.75,0.7810872395833333,32,7.294921874999982,0.5,True,,retrieval_and,0.75,1,fresh independent per step; independent validation and final test,10.06324178702198,100,1024,0.29292288958095014,0.864013671875,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d1-s789,23464,0.810302734375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,789,64,16,500,boolean,4096,bbc32060392b02b270aabe2d9c217a5138b626d6b9a27af8266e8add97381950,23464,1.0,1.0,1024,0.9140625,0.9140625,1024,0.9267578125,0.9267578125,1024,0.615234375,0.615234375,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,cf35890ac2f8611bf88ab10acc69302739c9c80542223ab673e36420d176e62e,2,0.1,64,0.615234375
0.844482421875,0.75,0.7556966145833333,32,4.091796874999998,0.5,True,,retrieval_and,0.75,3,fresh independent per step; independent validation and final test,27.197829387965612,100,1024,0.35031906166113913,0.844482421875,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d3-s123,38200,0.818115234375,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,123,64,16,500,boolean,4096,4ab3a640ce747b7117d868ef383008e16a677eb1a5ec8e33d6ea5ff48e100afb,32568,0.99609375,0.99609375,1024,0.9091796875,0.9091796875,1024,0.89453125,0.89453125,1024,0.578125,0.578125,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,c4318352c293c6416d87f8959bae8c698817c09b016d6798524d4487e136c502,2,0.1,64,0.578125
0.84033203125,0.75,0.7490234375,32,4.301757812499996,0.5,True,,retrieval_and,0.75,3,fresh independent per step; independent validation and final test,26.51083220797591,100,1024,0.3486139546148479,0.84033203125,gdn_current,16,0,16,2,4,0.01,full-vocabulary accuracy; exact answers and all four truth cases,64,AdamW,/u/archerdw/smat_attention/deltaai/results/boolean_recall/retrieval_and-w64-r4-t64-gdn_current-d3-s456,38200,0.807861328125,QUERY keyA keyB ANSWER_A ANSWER_B; direct AND substitutes supplied bits for keys,cosine to zero,456,64,16,500,boolean,4096,b0b8ca5a86f01f19e4222956f212b0848f0696337e109ac2c243cf7e097ee7c5,32568,0.998046875,0.998046875,1024,0.919921875,0.919921875,1024,0.876953125,0.876953125,1024,0.56640625,0.56640625,1024,00/01/10/11 equally frequent in each batch; shuffled example order,1,efddf5d1714f49e25aba0bd54e7c70cb154421684bbadbaed124467228ee6d41,2,0.1,64,0.56640625
